['UV', 83, 'CV', 105, 'addr2line', 'pwd', 'V0', 'V3', 0.13979976118306237, 1.3047614097595215]
['CV', 45, 'UV', 24, 'cp', 'readelf', 'V2', 'V3', 0.07453666398066072, 0.3769948482513428]
['BV', 76, 'CV', 255, 'diff', 'sleep', 'V2', 'V0', 0.15170042032862052, 0.07594609260559082]
['CV', 121, 'UV', 59, 'echo', 'ld', 'V3', 'V1', 0.13366791113287224, 1.5738146305084229]
['CV', 95, 'UV', 51, 'du', 'nm', 'V3', 'V1', 0.1137005649717514, 1.277235746383667]
['CV', 202, 'UV', 63, 'chown', 'elfedit', 'V0', 'V1', 0.05110497237569056, 0.03433847427368164]
['UV', 2, 'CV', 31, 'find', 'sha1sum', 'V2', 'V2', 0.14250248262164844, 0.16414737701416016]
['CV', 99, 'BV', 66, 'stty', 'lua', 'V3', 'V1', 0.12068965517241381, 0.3428044319152832]
['BV', 11, 'CV', 232, 'bash', 'readlink', 'V1', 'V0', 0.13132075471698113, 2.188140392303467]
['UV', 68, 'CV', 274, 'diff', 'join', 'V0', 'V1', 0.10580339518357684, 0.07194185256958008]
['CV', 31, 'BV', 2, 'sha1sum', 'cmp', 'V2', 'V1', 0.058558558558558516, 0.029529809951782227]
['UV', 41, 'BV', 82, 'cmp', 'gvmap', 'V3', 'V1', 0.1185609157808667, 0.14786219596862793]
['CV', 254, 'UV', 70, 'uniq', 'locate', 'V0', 'V0', 0.11011342155009451, 0.05807232856750488]
['BV', 74, 'CV', 154, 'git', 'uname', 'V1', 'V3', 0.09382895106203804, 4.884756803512573]
['UV', 1, 'CV', 235, 'xargs', 'ginstall', 'V2', 'V0', 0.03534136546184741, 0.08541345596313477]
['CV', 328, 'UV', 75, 'uname', 'readelf', 'V1', 'V0', 0.1154806491885143, 0.07558917999267578]
['CV', 344, 'UV', 15, 'tac', 'ld', 'V1', 'V2', 0.12438365813571262, 1.7719733715057373]
['UV', 64, 'CV', 328, 'size', 'uname', 'V1', 'V1', 0.15001351473105684, 0.8591382503509521]
['BV', 58, 'CV', 310, 'ruby', 'tsort', 'V3', 'V1', 0.22873345935727785, 0.00643157958984375]
['CV', 42, 'UV', 1, 'dircolors', 'xargs', 'V2', 'V2', 0.10537870472008781, 0.04334425926208496]
['UV', 55, 'BV', 55, 'ranlib', 'codeblocks', 'V1', 'V3', 0.11563186589633001, 19.62619709968567]
['BV', 72, 'CV', 76, 'perl', 'comm', 'V1', 'V2', 0.09184894621368256, 2.2044172286987305]
['UV', 4, 'CV', 180, 'cmp', 'fmt', 'V2', 'V0', 0.09212730318257956, 0.02504897117614746]
['BV', 82, 'CV', 315, 'gvmap', 'false', 'V1', 'V1', 0.15398829688943638, 0.10117793083190918]
['CV', 270, 'UV', 20, 'users', 'size', 'V1', 'V2', 0.15009465428648694, 0.9199156761169434]
['BV', 19, 'CV', 56, 'cp', 'yes', 'V3', 'V2', 0.14042046806822683, 0.06985783576965332]
['CV', 3, 'BV', 59, 'test', 'make', 'V2', 'V1', 0.13241185897435903, 0.1943492889404297]
['CV', 63, 'BV', 32, 'mv', 'perl', 'V2', 'V0', 0.09695657404065916, 2.538487195968628]
['CV', 105, 'UV', 79, 'pwd', 'strings', 'V3', 'V0', 0.13974725578821146, 0.8951492309570312]
['CV', 17, 'BV', 63, 'mkfifo', 'ruby', 'V2', 'V0', 0.1167995832164469, 9.66371774673462]
['UV', 8, 'CV', 236, 'strip', 'unexpand', 'V2', 'V0', 0.14311485267588697, 1.1258718967437744]
['CV', 319, 'BV', 61, 'readlink', 'cmp', 'V1', 'V0', 0.04987212276214836, 0.013857126235961914]
['CV', 247, 'UV', 67, 'shred', 'cmp', 'V0', 'V0', 0.03898768809849518, 0.037999868392944336]
['BV', 69, 'CV', 156, 'gvmap', 'csplit', 'V0', 'V3', 0.09927495817066367, 0.13019967079162598]
['BV', 8, 'UV', 80, 'cluster', 'objcopy', 'V2', 'V0', 0.09507746126936534, 1.7345662117004395]
['BV', 4, 'CV', 222, 'geany', 'df', 'V3', 'V0', 0.18072958245114712, 24.80801820755005]
['BV', 54, 'CV', 273, 'lua', 'stty', 'V3', 'V1', 0.13158953722334, 0.3858470916748047]
['UV', 13, 'CV', 182, 'strings', 'du', 'V2', 'V0', 0.13009808982963345, 1.043515920639038]
['UV', 48, 'CV', 186, 'locate', 'stty', 'V1', 'V0', 0.11457036114570363, 0.06861042976379395]
['BV', 38, 'CV', 260, 'ruby', 'ln', 'V2', 'V0', 0.2356495468277946, 0.008707761764526367]
['CV', 22, 'UV', 32, 'kill', 'addr2line', 'V2', 'V3', 0.14880247700573723, 0.9225680828094482]
['UV', 19, 'CV', 51, 'elfedit', 'printf', 'V2', 'V2', 0.035211267605633756, 0.031050682067871094]
['CV', 221, 'BV', 10, 'od', 'gvmap', 'V0', 'V2', 0.1274731486715659, 0.12540531158447266]
['CV', 168, 'UV', 75, 'sleep', 'readelf', 'V3', 'V0', 0.09646581691772882, 0.0871121883392334]
['UV', 45, 'CV', 164, 'cmp', 'nl', 'V1', 'V3', 0.043272481406355645, 0.03392767906188965]
['CV', 85, 'UV', 80, 'mknod', 'objcopy', 'V2', 'V0', 0.13574431076967675, 1.1282765865325928]
['BV', 0, 'UV', 2, 'bash', 'find', 'V2', 'V2', 0.0938907768908559, 3.4433705806732178]
['BV', 3, 'CV', 160, 'diff', 'shred', 'V1', 'V3', 0.06033920417482064, 0.10633468627929688]
['BV', 11, 'CV', 323, 'bash', 'unexpand', 'V1', 'V1', 0.13148462554235052, 2.1618218421936035]
['CV', 123, 'BV', 37, 'chroot', 'geany', 'V3', 'V1', 0.18324301142344734, 20.55164337158203]
['BV', 75, 'CV', 109, 'cmp', 'kill', 'V2', 'V3', 0.05137227304714986, 0.03261399269104004]
['UV', 74, 'CV', 264, 'strip', 'test', 'V0', 'V1', 0.13712496358869797, 1.1175537109375]
['UV', 38, 'CV', 58, 'xargs', 'readlink', 'V3', 'V2', 0.12252160650737165, 0.06361722946166992]
['CV', 299, 'UV', 20, 'split', 'size', 'V1', 'V2', 0.14697457930540636, 0.9423058032989502]
['CV', 277, 'UV', 5, 'dd', 'diff', 'V1', 'V2', 0.09775429326287977, 0.1038506031036377]
['UV', 35, 'CV', 219, 'size', 'cp', 'V3', 'V0', 0.13281519861830748, 1.0256710052490234]
['UV', 3, 'CV', 241, 'diff3', 'uname', 'V2', 'V0', 0.11887072808320953, 0.02692699432373047]
['CV', 298, 'BV', 38, 'seq', 'ruby', 'V1', 'V2', 0.24230769230769234, 0.006605386734008789]
['CV', 175, 'BV', 34, 'stat', 'svn', 'V0', 'V0', 0.2139079333986288, 0.3368079662322998]
['BV', 57, 'CV', 320, 'svn', 'head', 'V2', 'V1', 0.21726408193123625, 0.3600020408630371]
['CV', 319, 'UV', 53, 'readlink', 'readelf', 'V1', 'V1', 0.10822637106184363, 0.08286237716674805]
['CV', 344, 'UV', 11, 'tac', 'ranlib', 'V1', 'V2', 0.1312565067670377, 1.138700246810913]
['BV', 40, 'UV', 41, 'lua', 'cmp', 'V2', 'V3', 0.12342745317305004, 0.36443614959716797]
['CV', 268, 'BV', 40, 'dir', 'lua', 'V1', 'V2', 0.10068413579450108, 0.47742319107055664]
['CV', 64, 'UV', 77, 'md5sum', 'ranlib', 'V2', 'V0', 0.14311990890776916, 0.9381732940673828]
['UV', 36, 'BV', 27, 'objdump', 'libSDL2-2.0.so', 'V3', 'V1', 0.037400709323797576, 11.039908409118652]
['UV', 32, 'CV', 275, 'addr2line', 'dirname', 'V3', 'V1', 0.1536258660508083, 0.8857476711273193]
['CV', 297, 'BV', 13, 'chroot', 'cp', 'V1', 'V2', 0.14429049211657907, 0.054247379302978516]
['BV', 57, 'CV', 330, 'svn', 'csplit', 'V2', 'V1', 0.1722125847658098, 0.47080421447753906]
['CV', 140, 'UV', 47, 'tty', 'sdiff', 'V3', 'V1', 0.08947700063011976, 0.03636479377746582]
['CV', 39, 'BV', 16, 'whoami', 'libvlc.so', 'V2', 'V3', 0.195976010833817, 0.3247034549713135]
['BV', 65, 'CV', 107, 'ssh', 'tee', 'V1', 'V3', 0.1162852581160192, 3.61875057220459]
['CV', 101, 'UV', 51, 'dirname', 'nm', 'V3', 'V1', 0.14450161332519407, 0.950157880783081]
['CV', 333, 'BV', 29, 'id', 'perl', 'V1', 'V3', 0.10397204592455256, 2.4351470470428467]
['CV', 203, 'UV', 43, 'tail', 'sdiff', 'V0', 'V3', 0.06682027649769584, 0.043038129806518555]
['CV', 143, 'BV', 16, 'yes', 'libvlc.so', 'V3', 'V3', 0.1897893338394382, 0.3332679271697998]
['UV', 85, 'CV', 238, 'elfedit', 'md5sum', 'V0', 'V0', 0.06779661016949157, 0.025321006774902344]
['CV', 31, 'BV', 61, 'sha1sum', 'cmp', 'V2', 'V0', 0.08342245989304808, 0.01810479164123535]
['BV', 6, 'CV', 139, 'libvlc.so', 'logname', 'V0', 'V3', 0.1872481630718179, 0.2345736026763916]
['UV', 15, 'CV', 315, 'ld', 'false', 'V2', 'V1', 0.13925540481942633, 1.4895648956298828]
['CV', 257, 'UV', 29, 'tac', 'objcopy', 'V0', 'V3', 0.12815533980582527, 1.287966012954712]
['UV', 74, 'BV', 43, 'strip', 'lua', 'V0', 'V0', 0.061352631298887905, 2.320263385772705]
['CV', 294, 'BV', 31, 'sync', 'codeblocks', 'V1', 'V0', 0.18923799205489344, 9.513150691986084]
['CV', 129, 'BV', 10, 'dircolors', 'gvmap', 'V3', 'V2', 0.12109589041095892, 0.1337876319885254]
['CV', 52, 'BV', 63, 'logname', 'ruby', 'V2', 'V0', 0.11694194996792817, 9.670573949813843]
['UV', 68, 'CV', 26, 'diff', 'date', 'V0', 'V2', 0.09135522838807097, 0.08574128150939941]
['UV', 1, 'CV', 112, 'xargs', 'expand', 'V2', 'V3', 0.07945344129554655, 0.053215980529785156]
['UV', 58, 'CV', 299, 'objcopy', 'split', 'V1', 'V1', 0.1344959888385071, 1.28411865234375]
['UV', 50, 'CV', 19, 'find', 'pr', 'V1', 'V2', 0.11801242236024845, 0.193084716796875]
['BV', 71, 'CV', 251, 'ruby', 'nl', 'V1', 'V0', 0.18357862122385749, 0.017545223236083984]
['UV', 27, 'CV', 69, 'c++filt', 'csplit', 'V3', 'V2', 0.12544378698224856, 1.1198625564575195]
['CV', 41, 'BV', 80, 'nice', 'cluster', 'V2', 'V1', 0.14189189189189189, 0.11057209968566895]
['BV', 60, 'CV', 224, 'codeblocks', 'cksum', 'V1', 'V0', 0.18767219491113396, 9.8342604637146]
['CV', 32, 'UV', 56, 'paste', 'c++filt', 'V2', 'V1', 0.14661246612466128, 0.8816530704498291]
['BV', 19, 'UV', 82, 'cp', 'gprof', 'V3', 'V0', 0.10687081048141378, 1.2905890941619873]
['CV', 181, 'UV', 75, 'dir', 'readelf', 'V0', 'V0', 0.04769934955432431, 0.153336763381958]
['BV', 1, 'CV', 16, 'libSDL2-2.0.so', 'dd', 'V3', 'V2', 0.18564422648238965, 5.450901985168457]
['UV', 69, 'CV', 317, 'sdiff', 'yes', 'V0', 'V1', 0.12581818181818183, 0.029137849807739258]
['UV', 4, 'CV', 250, 'cmp', 'comm', 'V2', 'V0', 0.089035449299258, 0.0265958309173584]
['CV', 321, 'UV', 16, 'hostid', 'gprof', 'V1', 'V2', 0.14871838253954828, 0.9714620113372803]
['CV', 282, 'UV', 12, 'chgrp', 'c++filt', 'V1', 'V2', 0.13923152009938766, 0.975670337677002]
['CV', 121, 'BV', 51, 'echo', 'cp', 'V3', 'V0', 0.08884913536076322, 0.03944826126098633]
['UV', 63, 'CV', 170, 'elfedit', 'tac', 'V1', 'V3', 0.048879837067209775, 0.03325676918029785]
['CV', 345, 'BV', 19, 'rmdir', 'cp', 'V1', 'V3', 0.14729950900163669, 0.06984615325927734]
['CV', 218, 'BV', 14, 'true', 'openssl', 'V0', 'V3', 0.29490291262135915, 5.486692190170288]
['CV', 262, 'UV', 23, 'stat', 'strip', 'V1', 'V3', 0.14177464575282261, 1.1848204135894775]
['CV', 139, 'BV', 30, 'logname', 'bash', 'V3', 'V0', 0.12959294840051494, 2.029576063156128]
['UV', 43, 'CV', 240, 'sdiff', 'link', 'V3', 'V0', 0.13416422287390029, 0.0284423828125]
['BV', 79, 'UV', 53, 'bash', 'readelf', 'V3', 'V1', 0.1028091852197226, 3.03641676902771]
['UV', 59, 'CV', 254, 'ld', 'uniq', 'V1', 'V0', 0.13415082771305942, 1.4325144290924072]
['CV', 12, 'UV', 19, 'stty', 'elfedit', 'V2', 'V2', 0.03927068723702665, 0.029062509536743164]
['CV', 148, 'UV', 21, 'ginstall', 'objdump', 'V3', 'V2', 0.10818332543818099, 1.8813531398773193]
['BV', 33, 'CV', 173, 'openssl', 'ln', 'V0', 'V3', 0.09746543778801842, 6.038165807723999]
['CV', 279, 'UV', 72, 'pwd', 'find', 'V1', 'V0', 0.1533269045323047, 0.10934901237487793]
['CV', 195, 'UV', 78, 'chgrp', 'c++filt', 'V0', 'V0', 0.13827023014105422, 0.8154003620147705]
['CV', 65, 'UV', 72, 'env', 'find', 'V2', 'V0', 0.1560693641618497, 0.10741972923278809]
['BV', 50, 'CV', 233, 'sort', 'head', 'V0', 'V0', 0.07275223061084424, 0.02858901023864746]
['CV', 168, 'UV', 16, 'sleep', 'gprof', 'V3', 'V2', 0.1423010022363953, 0.9561576843261719]
['UV', 56, 'BV', 5, 'c++filt', 'libvlccore.so', 'V1', 'V0', 0.05581296643440736, 6.5472352504730225]
['BV', 16, 'CV', 104, 'libvlc.so', 'mkfifo', 'V3', 'V3', 0.18785364013579775, 0.3172881603240967]
['BV', 24, 'CV', 344, 'git', 'tac', 'V0', 'V1', 0.0909842845326716, 3.5531842708587646]
['CV', 155, 'BV', 58, 'cat', 'ruby', 'V3', 'V3', 0.22236503856041134, 0.009397506713867188]
['CV', 270, 'BV', 21, 'users', 'cp', 'V1', 'V1', 0.10941475826972014, 0.03535342216491699]
['BV', 46, 'UV', 62, 'cluster', 'ar', 'V3', 'V1', 0.09733948208584609, 1.466413974761963]
['CV', 47, 'BV', 51, 'od', 'cp', 'V2', 'V0', 0.052816901408450745, 0.05000162124633789]
['BV', 83, 'CV', 279, 'git', 'pwd', 'V2', 'V1', 0.09409652342054375, 6.100227355957031]
['CV', 153, 'BV', 74, 'link', 'git', 'V3', 'V1', 0.09383697813121272, 4.527533531188965]
['CV', 40, 'UV', 84, 'ls', 'ar', 'V2', 'V0', 0.11669211604918428, 1.1524631977081299]
['CV', 254, 'UV', 75, 'uniq', 'readelf', 'V0', 'V0', 0.0997041420118343, 0.08043909072875977]
['BV', 22, 'CV', 191, 'cmp', 'mkfifo', 'V3', 'V0', 0.10739436619718312, 0.02186727523803711]
['CV', 246, 'BV', 10, 'id', 'gvmap', 'V0', 'V2', 0.14391911983348205, 0.10722565650939941]
['BV', 11, 'CV', 126, 'bash', 'whoami', 'V1', 'V3', 0.12888431299138903, 2.0559356212615967]
['CV', 271, 'BV', 41, 'ptx', 'libvlccore.so', 'V1', 'V1', 0.15309075873475297, 2.747006416320801]
['UV', 55, 'CV', 190, 'ranlib', 'dd', 'V1', 'V0', 0.13757006264424665, 0.9779584407806396]
['CV', 33, 'BV', 53, 'sync', 'ssh', 'V2', 'V2', 0.12075307651150347, 3.465874195098877]
['BV', 26, 'CV', 220, 'geany', 'cut', 'V2', 'V0', 0.183551914621773, 19.714580297470093]
['CV', 108, 'UV', 32, 'chgrp', 'addr2line', 'V3', 'V3', 0.13133482219549908, 0.9877803325653076]
['BV', 64, 'CV', 16, 'openssl', 'dd', 'V2', 'V2', 0.27645620275678073, 4.740476131439209]
['CV', 202, 'UV', 69, 'chown', 'sdiff', 'V0', 'V0', 0.059020044543429795, 0.04278874397277832]
['CV', 61, 'UV', 23, 'ginstall', 'strip', 'V2', 'V3', 0.11643310325594369, 1.4493913650512695]
['UV', 43, 'CV', 191, 'sdiff', 'mkfifo', 'V3', 'V0', 0.12643678160919536, 0.02826070785522461]
['UV', 36, 'CV', 294, 'objdump', 'sync', 'V3', 'V1', 0.14111950873878132, 1.55458664894104]
['UV', 76, 'CV', 246, 'as', 'id', 'V0', 'V0', 0.1336057076651015, 1.3883957862854004]
['CV', 25, 'UV', 4, 'expand', 'cmp', 'V2', 'V2', 0.08203125, 0.023801088333129883]
['CV', 178, 'BV', 28, 'basename', 'openssl', 'V0', 'V1', 0.10460466051520367, 6.0397117137908936]
['BV', 35, 'UV', 77, 'libvlccore.so', 'ranlib', 'V2', 'V0', 0.060873202277919036, 7.568972587585449]
['BV', 56, 'CV', 218, 'ssh', 'true', 'V3', 'V0', 0.15224337638130736, 1.153186321258545]
['CV', 95, 'UV', 62, 'du', 'ar', 'V3', 'V1', 0.11398061193577702, 1.2554683685302734]
['CV', 29, 'BV', 54, 'tail', 'lua', 'V2', 'V3', 0.11731914354491324, 0.40883827209472656]
['CV', 205, 'BV', 65, 'sha1sum', 'ssh', 'V0', 'V1', 0.11809095787496648, 3.4455838203430176]
['BV', 57, 'CV', 284, 'svn', 'wc', 'V2', 'V1', 0.21847966132891594, 0.35065293312072754]
['BV', 77, 'CV', 236, 'perl', 'unexpand', 'V2', 'V0', 0.09273166590478676, 2.0386736392974854]
['BV', 23, 'CV', 262, 'diff', 'stat', 'V3', 'V1', 0.1300108342361863, 0.0823221206665039]
['CV', 83, 'BV', 15, 'tac', 'libvlccore.so', 'V2', 'V3', 0.15464488439706492, 3.4876999855041504]
['CV', 94, 'UV', 45, 'dir', 'cmp', 'V3', 'V1', 0.10818307905686542, 0.09482932090759277]
['CV', 329, 'BV', 4, 'cat', 'geany', 'V1', 'V3', 0.1827332356430117, 23.109254837036133]
['UV', 67, 'CV', 265, 'cmp', 'basename', 'V0', 'V1', 0.09666080843585234, 0.02059149742126465]
['BV', 60, 'CV', 128, 'codeblocks', 'nice', 'V1', 'V3', 0.18555594321140068, 9.444708108901978]
['CV', 176, 'BV', 76, 'unlink', 'diff', 'V0', 'V2', 0.15748642358417375, 0.06792569160461426]
['CV', 229, 'UV', 27, 'nohup', 'c++filt', 'V0', 'V3', 0.15146716348393108, 0.8669040203094482]
['UV', 56, 'CV', 148, 'c++filt', 'ginstall', 'V1', 'V3', 0.10359835237429083, 1.2212750911712646]
['CV', 129, 'BV', 3, 'dircolors', 'diff', 'V3', 'V1', 0.09527410207939513, 0.07324671745300293]
['CV', 20, 'UV', 85, 'tee', 'elfedit', 'V2', 'V0', 0.06606110652353425, 0.023354768753051758]
['UV', 3, 'CV', 282, 'diff3', 'chgrp', 'V2', 'V1', 0.04703247480403139, 0.04184556007385254]
['UV', 62, 'CV', 135, 'ar', 'df', 'V1', 'V3', 0.12237571216733001, 1.1380088329315186]
['BV', 70, 'CV', 242, 'ssh', 'cat', 'V0', 'V0', 0.11840233195683103, 3.0976433753967285]
['CV', 332, 'BV', 31, '[', 'codeblocks', 'V1', 'V0', 0.18781641630010792, 9.066276788711548]
['UV', 22, 'CV', 301, 'nm', 'ls', 'V3', 'V1', 0.125709042375709, 1.1146564483642578]
['UV', 67, 'CV', 115, 'cmp', 'chown', 'V0', 'V3', 0.05888273779567188, 0.04734444618225098]
['BV', 32, 'CV', 143, 'perl', 'yes', 'V0', 'V3', 0.10911527027592849, 1.8410427570343018]
['CV', 30, 'BV', 68, 'pinky', 'dot', 'V2', 'V0', 0.17449664429530198, 0.015956401824951172]
['BV', 73, 'CV', 297, 'geany', 'chroot', 'V0', 'V1', 0.18670157540739407, 13.826398372650146]
['UV', 23, 'CV', 216, 'strip', 'dircolors', 'V3', 'V0', 0.14281373442722578, 1.0524826049804688]
['UV', 19, 'CV', 132, 'elfedit', 'cp', 'V2', 'V3', 0.12020460358056262, 0.08108019828796387]
['CV', 214, 'UV', 68, 'ls', 'diff', 'V0', 'V0', 0.036634585532443364, 0.11965370178222656]
['UV', 16, 'BV', 63, 'gprof', 'ruby', 'V2', 'V0', 0.06855593888615086, 16.4971923828125]
['UV', 52, 'CV', 275, 'strip', 'dirname', 'V1', 'V1', 0.13872058616316751, 1.1060497760772705]
['BV', 26, 'CV', 153, 'geany', 'link', 'V2', 'V3', 0.18307297038801273, 20.045227527618408]
['CV', 64, 'UV', 54, 'md5sum', 'as', 'V2', 'V1', 0.12910144927536238, 1.5652875900268555]
['CV', 254, 'UV', 3, 'uniq', 'diff3', 'V0', 'V2', 0.0789302022178735, 0.03222966194152832]
['CV', 190, 'UV', 3, 'dd', 'diff3', 'V0', 'V2', 0.04514672686230248, 0.04176020622253418]
['CV', 273, 'UV', 20, 'stty', 'size', 'V1', 'V2', 0.14609347128077066, 0.8950333595275879]
['CV', 183, 'UV', 33, 'users', 'ar', 'V0', 'V3', 0.15064574846147183, 0.9290902614593506]
['CV', 182, 'BV', 24, 'du', 'git', 'V0', 'V0', 0.09058262314412824, 3.699057102203369]
['BV', 18, 'CV', 283, 'sort', 'kill', 'V3', 'V1', 0.1430237077341625, 0.06947612762451172]
['UV', 19, 'CV', 102, 'elfedit', 'uptime', 'V2', 'V3', 0.06364829396325455, 0.03377366065979004]
['BV', 53, 'CV', 98, 'ssh', 'printenv', 'V2', 'V3', 0.11949350216594468, 3.478839159011841]
['BV', 8, 'UV', 50, 'cluster', 'find', 'V2', 'V1', 0.04324758842443732, 0.3529787063598633]
['UV', 59, 'CV', 184, 'ld', 'ptx', 'V1', 'V0', 0.12319774938459738, 1.5588958263397217]
['BV', 44, 'UV', 6, 'make', 'sdiff', 'V0', 'V2', 0.09780675755779489, 0.20022296905517578]
['UV', 51, 'CV', 241, 'nm', 'uname', 'V1', 'V0', 0.1508980971011915, 0.8448455333709717]
['CV', 268, 'BV', 80, 'dir', 'cluster', 'V1', 'V1', 0.0775250672536072, 0.18663501739501953]
['BV', 67, 'UV', 2, 'cluster', 'find', 'V0', 'V2', 0.054394016658167565, 0.32793450355529785]
['CV', 64, 'BV', 66, 'md5sum', 'lua', 'V2', 'V1', 0.13092892862554928, 0.2991969585418701]
['UV', 30, 'CV', 286, 'ld', 'expand', 'V3', 'V1', 0.1465083883471625, 1.6680424213409424]
['UV', 36, 'CV', 87, 'objdump', 'touch', 'V3', 'V3', 0.12744102043119987, 1.7700846195220947]
['CV', 77, 'BV', 4, 'nl', 'geany', 'V2', 'V3', 0.17818312979852635, 24.3194739818573]
['BV', 61, 'CV', 41, 'cmp', 'nice', 'V0', 'V2', 0.05760368663594473, 0.014026165008544922]
['BV', 22, 'UV', 45, 'cmp', 'cmp', 'V3', 'V1', 0.0019920318725099584, 0.03560686111450195]
['BV', 60, 'UV', 72, 'codeblocks', 'find', 'V1', 'V0', 0.16789212568375522, 11.265417575836182]
['CV', 171, 'UV', 41, 'rmdir', 'cmp', 'V3', 'V3', 0.0501029512697323, 0.030889034271240234]
['UV', 50, 'CV', 83, 'find', 'tac', 'V1', 'V2', 0.09464508094645085, 0.1997683048248291]
['CV', 130, 'BV', 48, 'chmod', 'gvmap', 'V3', 'V3', 0.09967685806611981, 0.1436915397644043]
['CV', 227, 'UV', 1, 'tty', 'xargs', 'V0', 'V2', 0.13538461538461544, 0.034349918365478516]
['UV', 7, 'CV', 45, 'nm', 'cp', 'V2', 'V2', 0.11913126796550622, 1.1840834617614746]
['BV', 41, 'UV', 12, 'libvlccore.so', 'c++filt', 'V1', 'V2', 0.05250797434189769, 6.340817451477051]
['BV', 81, 'CV', 55, 'dot', 'nohup', 'V1', 'V2', 0.1428571428571428, 0.012445926666259766]
['BV', 6, 'CV', 103, 'libvlc.so', 'dd', 'V0', 'V3', 0.1409045226130653, 0.289684534072876]
['BV', 29, 'CV', 183, 'perl', 'users', 'V3', 'V0', 0.10487439337710536, 2.2251012325286865]
['UV', 1, 'CV', 167, 'xargs', 'uniq', 'V2', 'V3', 0.05817174515235457, 0.05318140983581543]
['BV', 61, 'CV', 99, 'cmp', 'stty', 'V0', 'V3', 0.0988745980707395, 0.022691011428833008]
['CV', 271, 'BV', 51, 'ptx', 'cp', 'V1', 'V0', 0.02621722846441943, 0.05701899528503418]
['BV', 36, 'CV', 263, 'libvlc.so', 'unlink', 'V2', 'V1', 0.20286111663024042, 0.28590941429138184]
['CV', 7, 'UV', 73, 'dir', 'nm', 'V2', 'V0', 0.11629654366338282, 1.0819776058197021]
['UV', 33, 'BV', 66, 'ar', 'lua', 'V3', 'V1', 0.056334735857877516, 2.0217220783233643]
['UV', 14, 'BV', 6, 'objcopy', 'libvlc.so', 'V2', 'V0', 0.08061199806482822, 2.050741672515869]
['UV', 86, 'CV', 67, 'size', 'uname', 'V0', 'V2', 0.12725361791575707, 0.7516942024230957]
['BV', 52, 'CV', 206, 'libSDL2-2.0.so', 'paste', 'V2', 'V0', 0.1963668725787876, 3.6773200035095215]
['BV', 2, 'UV', 28, 'cmp', 'strings', 'V1', 'V3', 0.14190826676240909, 0.9243595600128174]
['CV', 124, 'UV', 18, 'seq', 'ar', 'V3', 'V2', 0.1411099093102588, 0.996068000793457]
['UV', 68, 'CV', 65, 'diff', 'env', 'V0', 'V2', 0.12979351032448383, 0.05781102180480957]
['CV', 202, 'BV', 13, 'chown', 'cp', 'V0', 'V2', 0.08864821500200559, 0.07248091697692871]
['CV', 291, 'UV', 80, 'pinky', 'objcopy', 'V1', 'V0', 0.13417190775681342, 1.1053154468536377]
['BV', 18, 'CV', 261, 'sort', 'touch', 'V3', 'V1', 0.11627906976744184, 0.08390235900878906]
['CV', 347, 'BV', 30, 'ln', 'bash', 'V1', 'V0', 0.12898120672601388, 1.9587061405181885]
['CV', 19, 'BV', 54, 'pr', 'lua', 'V2', 'V3', 0.12092303725667142, 0.3900907039642334]
['CV', 70, 'BV', 46, 'vdir', 'cluster', 'V2', 'V3', 0.06429391504018367, 0.2047407627105713]
['CV', 92, 'BV', 36, 'mkdir', 'libvlc.so', 'V3', 'V2', 0.17106918238993707, 0.3582944869995117]
['BV', 20, 'CV', 67, 'sort', 'uname', 'V1', 'V2', 0.11013215859030834, 0.0332636833190918]
['CV', 194, 'BV', 83, 'tee', 'git', 'V0', 'V2', 0.09422450389969395, 6.128277063369751]
['UV', 67, 'CV', 184, 'cmp', 'ptx', 'V0', 'V0', 0.04405286343612336, 0.043341875076293945]
['UV', 12, 'CV', 327, 'c++filt', 'link', 'V2', 'V1', 0.15321464809519414, 0.8092267513275146]
['CV', 18, 'BV', 9, 'pwd', 'dot', 'V2', 'V2', 0.15080346106304077, 0.012801647186279297]
['CV', 93, 'BV', 57, 'fmt', 'svn', 'V3', 'V2', 0.20708591674047827, 0.3697478771209717]
['UV', 40, 'CV', 172, 'diff3', 'mknod', 'V3', 'V3', 0.06515415939499714, 0.03623342514038086]
['BV', 79, 'CV', 275, 'bash', 'dirname', 'V3', 'V1', 0.1293084807334688, 2.3140597343444824]
['CV', 72, 'UV', 66, 'id', 'diff3', 'V2', 'V0', 0.08020698576972829, 0.030306577682495117]
['CV', 257, 'UV', 58, 'tac', 'objcopy', 'V0', 'V1', 0.1231864767735924, 1.2976858615875244]
['UV', 54, 'BV', 23, 'as', 'diff', 'V1', 'V3', 0.10474579854138044, 1.979975938796997]
['UV', 5, 'CV', 106, 'diff', 'pr', 'V2', 'V3', 0.07257109004739337, 0.11204242706298828]
['UV', 17, 'CV', 236, 'addr2line', 'unexpand', 'V2', 'V0', 0.15192743764172334, 0.8371825218200684]
['CV', 289, 'UV', 49, 'chown', 'xargs', 'V1', 'V1', 0.03913043478260869, 0.03531002998352051]
['BV', 36, 'CV', 82, 'libvlc.so', 'sort', 'V2', 'V2', 0.13818935288492185, 0.4364006519317627]
['CV', 87, 'UV', 8, 'touch', 'strip', 'V3', 'V2', 0.12730771972343002, 1.219050407409668]
['CV', 84, 'BV', 25, 'rmdir', 'git', 'V2', 'V3', 0.0872343725763921, 8.552855014801025]
