['UV', 83, 'CV', 105, 'addr2line', 'pwd', 'V0', 'V3', 0.9964996718442354, 1.6623060703277588]
['UV', 44, 'CV', 87, 'diff3', 'touch', 'V1', 'V3', 0.9169632265717675, 0.15027189254760742]
['CV', 80, 'BV', 29, 'uniq', 'perl', 'V2', 'V3', 0.9848185340396932, 2.580928325653076]
['CV', 261, 'UV', 22, 'touch', 'nm', 'V1', 'V3', 0.9753191489361702, 1.0028226375579834]
['CV', 333, 'BV', 56, 'id', 'ssh', 'V1', 'V3', 0.9855495772482705, 1.0199306011199951]
['BV', 53, 'CV', 203, 'ssh', 'tail', 'V2', 'V0', 0.9978867924528302, 2.7078001499176025]
['CV', 63, 'BV', 77, 'mv', 'perl', 'V2', 'V2', 0.9815354713313897, 7.081807374954224]
['UV', 53, 'CV', 338, 'readelf', 'nl', 'V1', 'V1', 0.9808773903262092, 0.5109462738037109]
['CV', 248, 'UV', 34, 'pathchk', 'elfedit', 'V0', 'V3', 0.9528301886792453, 0.05368328094482422]
['CV', 18, 'BV', 37, 'pwd', 'geany', 'V2', 'V1', 0.9938196460342729, 6.32837176322937]
['CV', 293, 'UV', 29, 'paste', 'objcopy', 'V1', 'V3', 0.9841183901822775, 0.8184492588043213]
['BV', 64, 'CV', 269, 'openssl', 'du', 'V2', 'V1', 0.9968381718884737, 3.0214974880218506]
['UV', 16, 'CV', 7, 'gprof', 'dir', 'V2', 'V2', 0.9930758017492711, 2.5295534133911133]
['CV', 285, 'UV', 60, 'factor', 'gprof', 'V1', 'V1', 0.9826873893370057, 0.7815742492675781]
['CV', 179, 'UV', 40, 'mkdir', 'diff3', 'V0', 'V3', 0.9052287581699346, 0.08007979393005371]
['UV', 67, 'CV', 248, 'cmp', 'pathchk', 'V0', 'V0', 0.9485981308411215, 0.03841352462768555]
['CV', 203, 'UV', 12, 'tail', 'c++filt', 'V0', 'V2', 0.9739816592023885, 1.1649518013000488]
['BV', 74, 'UV', 74, 'git', 'strip', 'V1', 'V0', 0.9923393274735909, 75.72996258735657]
['BV', 25, 'UV', 54, 'git', 'as', 'V3', 'V1', 0.9933987952801386, 142.2593104839325]
['CV', 301, 'UV', 36, 'ls', 'objdump', 'V1', 'V3', 0.9724698479286837, 3.2946524620056152]
['CV', 326, 'BV', 30, 'env', 'bash', 'V1', 'V0', 0.9872979214780601, 1.01967453956604]
['CV', 184, 'UV', 74, 'ptx', 'strip', 'V0', 'V0', 0.9604819277108434, 2.4416074752807617]
['UV', 87, 'BV', 49, 'objdump', 'make', 'V0', 'V3', 0.9777347531461762, 8.474024772644043]
['BV', 29, 'CV', 16, 'perl', 'dd', 'V3', 'V2', 0.9974939306132039, 3.451242685317993]
['UV', 38, 'CV', 344, 'xargs', 'tac', 'V3', 'V1', 0.9738955823293173, 0.24292469024658203]
['CV', 78, 'UV', 31, 'rm', 'gprof', 'V2', 'V3', 0.9783658489472667, 1.874194860458374]
['BV', 9, 'CV', 39, 'dot', 'whoami', 'V2', 'V2', 0.9922480620155039, 0.02315044403076172]
['CV', 237, 'UV', 25, 'mv', 'as', 'V0', 'V3', 0.9715284068849489, 3.260632276535034]
['CV', 58, 'BV', 8, 'readlink', 'cluster', 'V2', 'V2', 0.9476363636363636, 0.2689225673675537]
['CV', 55, 'BV', 63, 'nohup', 'ruby', 'V2', 'V0', 0.9919384057971015, 3.962280511856079]
['CV', 55, 'BV', 57, 'nohup', 'svn', 'V2', 'V2', 0.9788116075541226, 0.49298644065856934]
['UV', 40, 'CV', 118, 'diff3', 'sha1sum', 'V3', 'V3', 0.9259259259259259, 0.10142683982849121]
['UV', 30, 'CV', 6, 'ld', 'fmt', 'V3', 'V2', 0.9980155917788802, 1.1607065200805664]
['CV', 30, 'UV', 17, 'pinky', 'addr2line', 'V2', 'V2', 0.9754185208730664, 1.1081936359405518]
['CV', 175, 'UV', 7, 'stat', 'nm', 'V0', 'V2', 0.9767785518260502, 0.8473484516143799]
['CV', 74, 'UV', 15, 'pathchk', 'ld', 'V2', 'V2', 0.9851066876700558, 1.2246675491333008]
['UV', 49, 'BV', 63, 'xargs', 'ruby', 'V1', 'V0', 0.990978800180424, 5.646043539047241]
['UV', 87, 'CV', 134, 'objdump', 'od', 'V0', 'V3', 0.9937275985663082, 2.0870914459228516]
['BV', 37, 'UV', 60, 'geany', 'gprof', 'V1', 'V1', 0.9953954184413492, 79.4357442855835]
['CV', 209, 'BV', 56, 'sum', 'ssh', 'V0', 'V3', 0.987415592387968, 1.0924537181854248]
['UV', 42, 'CV', 118, 'diff', 'sha1sum', 'V3', 'V3', 0.9769167353668591, 0.22199273109436035]
['CV', 238, 'BV', 30, 'md5sum', 'bash', 'V0', 'V0', 0.9864585724122102, 1.4314665794372559]
['UV', 22, 'CV', 155, 'nm', 'cat', 'V3', 'V3', 0.9953547297297297, 1.0159857273101807]
['CV', 295, 'BV', 53, 'echo', 'ssh', 'V1', 'V2', 0.990990990990991, 1.5511622428894043]
['CV', 27, 'UV', 3, 'expr', 'diff3', 'V2', 'V2', 0.9376299376299376, 0.17478632926940918]
['BV', 28, 'CV', 176, 'openssl', 'unlink', 'V1', 'V0', 0.9995000749887517, 1.9313371181488037]
['CV', 265, 'UV', 39, 'basename', 'find', 'V1', 'V3', 0.9768946395563771, 0.3164205551147461]
['CV', 9, 'UV', 48, 'users', 'locate', 'V2', 'V1', 0.9006211180124224, 0.1443941593170166]
['BV', 7, 'CV', 102, 'libSDL2-2.0.so', 'uptime', 'V0', 'V3', 0.9964924587863907, 1.6498947143554688]
['UV', 12, 'CV', 24, 'c++filt', 'factor', 'V2', 'V2', 0.9961013645224172, 0.7950384616851807]
['BV', 21, 'CV', 347, 'cp', 'ln', 'V1', 'V1', 0.9281437125748503, 0.08503365516662598]
['BV', 3, 'CV', 188, 'diff', 'dirname', 'V1', 'V0', 0.986784140969163, 0.0857706069946289]
['UV', 24, 'CV', 177, 'readelf', 'test', 'V3', 'V0', 0.9924299772899319, 0.3611564636230469]
['CV', 33, 'UV', 53, 'sync', 'readelf', 'V2', 'V1', 0.9753086419753086, 0.21254181861877441]
['CV', 196, 'UV', 8, 'kill', 'strip', 'V0', 'V2', 0.9837196956290922, 0.8520495891571045]
['UV', 57, 'CV', 85, 'strings', 'mknod', 'V1', 'V2', 0.9970269696326184, 0.7820570468902588]
['UV', 49, 'CV', 290, 'xargs', 'tail', 'V1', 'V1', 0.9303482587064676, 0.0799560546875]
['CV', 347, 'UV', 19, 'ln', 'elfedit', 'V1', 'V2', 0.9669421487603306, 0.07570457458496094]
['CV', 253, 'UV', 16, 'fold', 'gprof', 'V0', 'V2', 0.9816147082334132, 0.7609167098999023]
['CV', 235, 'UV', 84, 'ginstall', 'ar', 'V0', 'V0', 0.9679461812425801, 1.9955551624298096]
['BV', 19, 'CV', 33, 'cp', 'sync', 'V3', 'V2', 0.9841427155599604, 0.11849617958068848]
['UV', 27, 'CV', 157, 'c++filt', 'vdir', 'V3', 'V3', 0.9891975308641975, 3.034428596496582]
['CV', 160, 'BV', 48, 'shred', 'gvmap', 'V3', 'V3', 0.9613992762364294, 0.517709493637085]
['CV', 341, 'UV', 21, 'uniq', 'objdump', 'V1', 'V2', 0.9798011187072716, 1.2477281093597412]
['BV', 1, 'CV', 186, 'libSDL2-2.0.so', 'stty', 'V3', 'V0', 0.9970588235294118, 1.4785921573638916]
['UV', 52, 'CV', 170, 'strip', 'tac', 'V1', 'V3', 0.9958293230670516, 1.4838001728057861]
['CV', 162, 'UV', 68, 'tr', 'diff', 'V3', 'V0', 0.9008264462809917, 0.19955658912658691]
['BV', 58, 'UV', 74, 'ruby', 'strip', 'V3', 'V0', 0.9958027282266527, 0.20167803764343262]
['BV', 35, 'CV', 24, 'libvlccore.so', 'factor', 'V2', 'V2', 0.9988464644134272, 1.5918529033660889]
['UV', 78, 'CV', 174, 'c++filt', 'touch', 'V0', 'V0', 0.9964133602331315, 0.8100359439849854]
['UV', 37, 'CV', 296, 'locate', 'sum', 'V3', 'V1', 0.9900891972249752, 0.1614995002746582]
['CV', 215, 'UV', 73, 'nice', 'nm', 'V0', 'V0', 0.9844995571302038, 0.6578421592712402]
['UV', 12, 'BV', 8, 'c++filt', 'cluster', 'V2', 'V2', 0.98625678119349, 3.6664745807647705]
['CV', 194, 'BV', 57, 'tee', 'svn', 'V0', 'V2', 0.9800853485064012, 0.41506433486938477]
['UV', 80, 'BV', 70, 'objcopy', 'ssh', 'V0', 'V0', 0.9743252139565504, 52.78428506851196]
['CV', 131, 'BV', 58, 'true', 'ruby', 'V3', 'V3', 1.0, 0.011060953140258789]
['UV', 66, 'BV', 65, 'diff3', 'ssh', 'V0', 'V1', 0.9797160243407708, 3.677511692047119]
['BV', 24, 'CV', 211, 'git', 'seq', 'V0', 'V0', 0.9990339914266739, 1.9072847366333008]
['BV', 29, 'CV', 329, 'perl', 'cat', 'V3', 'V1', 0.9988833054159687, 1.4855592250823975]
['CV', 77, 'UV', 78, 'nl', 'c++filt', 'V2', 'V0', 0.9615143275465384, 1.8587491512298584]
['UV', 44, 'CV', 126, 'diff3', 'whoami', 'V1', 'V3', 0.9479674796747968, 0.07632970809936523]
['CV', 53, 'BV', 59, 'tty', 'make', 'V2', 'V1', 0.969652471855115, 0.32384586334228516]
['UV', 29, 'CV', 46, 'objcopy', 'cut', 'V3', 'V2', 0.9950503800601025, 1.2470574378967285]
['CV', 11, 'BV', 76, 'printenv', 'diff', 'V2', 'V2', 0.9165894346617238, 0.1445460319519043]
['CV', 229, 'BV', 22, 'nohup', 'cmp', 'V0', 'V3', 0.8696629213483146, 0.048061370849609375]
['BV', 17, 'CV', 56, 'codeblocks', 'yes', 'V2', 'V2', 0.9991117878441822, 2.4030356407165527]
['BV', 47, 'CV', 137, 'dot', 'cksum', 'V3', 'V3', 0.9937106918238994, 0.029363155364990234]
['BV', 55, 'CV', 44, 'codeblocks', 'true', 'V3', 'V2', 0.9992508895686373, 2.321971893310547]
['BV', 68, 'CV', 101, 'dot', 'dirname', 'V0', 'V3', 0.9931506849315068, 0.0271303653717041]
['BV', 12, 'CV', 81, 'sort', 'sleep', 'V2', 'V2', 0.967020023557126, 0.10879373550415039]
['CV', 307, 'BV', 69, 'cut', 'gvmap', 'V1', 'V0', 0.9420756234915527, 0.20665264129638672]
['UV', 51, 'CV', 61, 'nm', 'ginstall', 'V1', 'V2', 0.990104662226451, 2.470301866531372]
['CV', 118, 'UV', 85, 'sha1sum', 'elfedit', 'V3', 'V0', 0.9780621572212066, 0.0809478759765625]
['UV', 6, 'CV', 219, 'sdiff', 'cp', 'V2', 'V0', 0.8846153846153846, 0.14326119422912598]
['CV', 51, 'BV', 64, 'printf', 'openssl', 'V2', 'V2', 0.9935540580134778, 2.4002304077148438]
['BV', 23, 'CV', 11, 'diff', 'printenv', 'V3', 'V2', 0.9890210430009149, 0.12944364547729492]
['BV', 78, 'UV', 41, 'make', 'cmp', 'V2', 'V3', 0.9889857732905002, 0.48903679847717285]
['CV', 308, 'BV', 16, 'od', 'libvlc.so', 'V1', 'V3', 0.9895586141433318, 0.5661067962646484]
['CV', 59, 'BV', 76, 'head', 'diff', 'V2', 'V2', 0.9090909090909091, 0.19791007041931152]
['UV', 13, 'CV', 151, 'strings', 'md5sum', 'V2', 'V3', 0.9953566905867455, 1.1268131732940674]
['BV', 82, 'UV', 28, 'gvmap', 'strings', 'V1', 'V3', 0.9335130278526504, 4.062146186828613]
['CV', 36, 'BV', 17, 'chroot', 'codeblocks', 'V2', 'V2', 0.9939340326045748, 4.450411319732666]
['CV', 213, 'BV', 81, 'whoami', 'dot', 'V0', 'V1', 0.9901477832512315, 0.01874828338623047]
['CV', 195, 'UV', 9, 'chgrp', 'readelf', 'V0', 'V2', 0.966027397260274, 0.447490930557251]
['UV', 46, 'CV', 8, 'diff', 'du', 'V1', 'V2', 0.9671201814058957, 0.5416500568389893]
['BV', 32, 'CV', 305, 'perl', 'true', 'V0', 'V1', 0.998667428136303, 0.9901425838470459]
['BV', 30, 'UV', 33, 'bash', 'ar', 'V0', 'V3', 0.9892464975388111, 29.635200023651123]
['CV', 102, 'UV', 77, 'uptime', 'ranlib', 'V3', 'V0', 0.9779995925850479, 1.4204902648925781]
['CV', 196, 'UV', 51, 'kill', 'nm', 'V0', 'V1', 0.9815009459743536, 0.7516067028045654]
['CV', 203, 'BV', 78, 'tail', 'make', 'V0', 'V2', 0.9494020239190433, 0.47537779808044434]
['CV', 347, 'UV', 39, 'ln', 'find', 'V1', 'V3', 0.9626832518880497, 0.4864678382873535]
['UV', 8, 'CV', 76, 'strip', 'comm', 'V2', 'V2', 0.9965071603213412, 1.0455372333526611]
['CV', 5, 'UV', 22, 'mkdir', 'nm', 'V2', 'V3', 0.9693856154330048, 1.2882554531097412]
['UV', 2, 'BV', 61, 'find', 'cmp', 'V2', 'V0', 0.9948085658663206, 0.15236759185791016]
['CV', 154, 'UV', 14, 'uname', 'objcopy', 'V3', 'V2', 0.9797202797202798, 1.1536805629730225]
['BV', 80, 'CV', 184, 'cluster', 'ptx', 'V1', 'V0', 0.9674109837054918, 0.5151321887969971]
['BV', 30, 'CV', 66, 'bash', 'link', 'V0', 'V2', 0.9974750373005853, 1.2867114543914795]
['CV', 118, 'UV', 82, 'sha1sum', 'gprof', 'V3', 'V0', 0.9767628205128205, 1.2353558540344238]
['BV', 44, 'CV', 242, 'make', 'cat', 'V0', 'V0', 0.9903121636167922, 0.23805594444274902]
['BV', 20, 'CV', 89, 'sort', 'unlink', 'V1', 'V3', 0.9609022556390977, 0.08458232879638672]
['CV', 157, 'UV', 59, 'vdir', 'ld', 'V3', 'V1', 0.9646504320502749, 5.059233665466309]
['BV', 16, 'CV', 254, 'libvlc.so', 'uniq', 'V3', 'V0', 0.9922667955534075, 0.39659762382507324]
['CV', 209, 'BV', 4, 'sum', 'geany', 'V0', 'V3', 0.9947539345490882, 5.289517164230347]
['CV', 242, 'BV', 59, 'cat', 'make', 'V0', 'V1', 0.9800895968143355, 0.2779982089996338]
['UV', 66, 'CV', 271, 'diff3', 'ptx', 'V0', 'V1', 0.8737758433079434, 0.16661787033081055]
['CV', 59, 'UV', 14, 'head', 'objcopy', 'V2', 'V2', 0.9753086419753086, 1.2427959442138672]
['CV', 132, 'UV', 43, 'cp', 'sdiff', 'V3', 'V3', 0.9691307879772543, 0.26793980598449707]
['BV', 72, 'CV', 3, 'perl', 'test', 'V1', 'V2', 0.9986791899031406, 2.220975399017334]
['BV', 16, 'CV', 299, 'libvlc.so', 'split', 'V3', 'V1', 0.9941832283082889, 0.3830544948577881]
['CV', 55, 'BV', 32, 'nohup', 'perl', 'V2', 'V0', 0.9847213052909554, 1.7501325607299805]
['BV', 83, 'CV', 228, 'git', 'false', 'V2', 'V0', 0.9995630516472953, 2.0534329414367676]
['CV', 274, 'UV', 64, 'join', 'size', 'V1', 'V1', 0.9744395558349047, 0.9766407012939453]
['CV', 303, 'UV', 12, 'dircolors', 'c++filt', 'V1', 'V2', 0.9738562091503268, 0.7863962650299072]
['UV', 18, 'CV', 119, 'ar', 'paste', 'V2', 'V3', 0.9956114103331338, 1.0464506149291992]
['BV', 25, 'CV', 277, 'git', 'dd', 'V3', 'V1', 0.9989139288623405, 6.754933595657349]
['CV', 207, 'UV', 55, 'sync', 'ranlib', 'V0', 'V1', 0.985798336376547, 0.6343586444854736]
['CV', 130, 'UV', 13, 'chmod', 'strings', 'V3', 'V2', 0.9627811860940695, 1.6799564361572266]
['BV', 20, 'CV', 222, 'sort', 'df', 'V1', 'V0', 0.9205673758865248, 0.10341095924377441]
['CV', 105, 'UV', 74, 'pwd', 'strip', 'V3', 'V0', 0.9758591785414921, 1.383253812789917]
['BV', 2, 'CV', 112, 'cmp', 'expand', 'V1', 'V3', 0.9142857142857143, 0.07107949256896973]
['UV', 71, 'BV', 75, 'xargs', 'cmp', 'V0', 'V2', 0.9067961165048544, 0.06459689140319824]
['CV', 207, 'UV', 77, 'sync', 'ranlib', 'V0', 'V0', 0.988950276243094, 0.6190524101257324]
['BV', 8, 'CV', 203, 'cluster', 'tail', 'V2', 'V0', 0.9786172487526729, 0.3070521354675293]
['BV', 6, 'CV', 58, 'libvlc.so', 'readlink', 'V0', 'V2', 0.985781990521327, 0.36463332176208496]
['CV', 140, 'BV', 80, 'tty', 'cluster', 'V3', 'V1', 0.9613095238095238, 0.4151427745819092]
['CV', 114, 'BV', 24, 'expr', 'git', 'V3', 'V0', 0.9874701670644391, 4.498078346252441]
['CV', 47, 'UV', 53, 'od', 'readelf', 'V2', 'V1', 0.9706062461726883, 0.4017000198364258]
['CV', 16, 'BV', 13, 'dd', 'cp', 'V2', 'V2', 0.8881640260950606, 0.21641254425048828]
['BV', 76, 'CV', 153, 'diff', 'link', 'V2', 'V3', 0.9754385964912281, 0.17184185981750488]
['CV', 271, 'BV', 52, 'ptx', 'libSDL2-2.0.so', 'V1', 'V2', 0.9706868711961247, 3.8175289630889893]
['CV', 291, 'BV', 49, 'pinky', 'make', 'V1', 'V3', 0.9647855530474041, 0.4204866886138916]
['CV', 40, 'BV', 75, 'ls', 'cmp', 'V2', 'V2', 0.96529284164859, 0.15879344940185547]
['BV', 42, 'CV', 263, 'libvlc.so', 'unlink', 'V1', 'V1', 0.9954904171364148, 0.2263660430908203]
['UV', 36, 'CV', 23, 'objdump', 'wc', 'V3', 'V2', 0.9978275627970129, 1.5747854709625244]
['BV', 42, 'CV', 224, 'libvlc.so', 'cksum', 'V1', 'V0', 0.9943757030371203, 0.22853517532348633]
['BV', 14, 'CV', 130, 'openssl', 'chmod', 'V3', 'V3', 0.997101831115795, 3.1701548099517822]
['CV', 345, 'UV', 36, 'rmdir', 'objdump', 'V1', 'V3', 0.9870237437879624, 0.9645941257476807]
['BV', 23, 'CV', 228, 'diff', 'false', 'V3', 'V0', 0.9903660886319846, 0.08799123764038086]
['BV', 55, 'CV', 319, 'codeblocks', 'readlink', 'V3', 'V1', 0.9992506556762832, 2.3045589923858643]
['BV', 66, 'CV', 280, 'lua', 'pr', 'V1', 'V1', 0.9922888187872415, 0.6762564182281494]
['CV', 15, 'UV', 25, 'uptime', 'as', 'V2', 'V3', 0.9790856683201502, 1.5998334884643555]
['BV', 58, 'CV', 237, 'ruby', 'mv', 'V3', 'V0', 0.9925925925925926, 0.02672600746154785]
['CV', 191, 'BV', 9, 'mkfifo', 'dot', 'V0', 'V2', 0.990521327014218, 0.01977705955505371]
['CV', 318, 'BV', 66, 'who', 'lua', 'V1', 'V1', 0.9674502712477396, 0.5306627750396729]
['CV', 326, 'UV', 2, 'env', 'find', 'V1', 'V2', 0.9431157078215902, 0.1827101707458496]
['CV', 54, 'UV', 85, 'false', 'elfedit', 'V2', 'V0', 0.9666666666666667, 0.054266929626464844]
['CV', 256, 'BV', 59, 'sort', 'make', 'V0', 'V1', 0.9603960396039604, 0.6050782203674316]
['UV', 39, 'CV', 13, 'find', 'join', 'V3', 'V2', 0.9888075764098149, 0.5263473987579346]
['BV', 26, 'CV', 295, 'geany', 'echo', 'V2', 'V1', 0.9996399639963996, 2.679218292236328]
['CV', 345, 'UV', 1, 'rmdir', 'xargs', 'V1', 'V2', 0.8945736434108527, 0.07294845581054688]
['CV', 307, 'UV', 59, 'cut', 'ld', 'V1', 'V1', 0.9833476887740453, 1.242844820022583]
['BV', 59, 'CV', 230, 'make', 'yes', 'V1', 'V0', 0.9959758551307847, 0.22730565071105957]
['UV', 80, 'BV', 35, 'objcopy', 'libvlccore.so', 'V0', 'V2', 0.9751236749116607, 38.307992935180664]
['BV', 77, 'CV', 82, 'perl', 'sort', 'V2', 'V2', 0.9963876345953456, 6.269522666931152]
['CV', 149, 'BV', 66, 'unexpand', 'lua', 'V3', 'V1', 0.9646767926527728, 0.6166706085205078]
['UV', 2, 'CV', 287, 'find', 'date', 'V2', 'V1', 0.9951690821256038, 0.27515411376953125]
['UV', 55, 'CV', 181, 'ranlib', 'dir', 'V1', 'V0', 0.9939747693466391, 2.096384286880493]
['UV', 4, 'CV', 104, 'cmp', 'mkfifo', 'V2', 'V3', 0.9242424242424242, 0.06297159194946289]
['BV', 18, 'CV', 54, 'sort', 'false', 'V3', 'V2', 0.9883495145631068, 0.11725044250488281]
['BV', 79, 'CV', 126, 'bash', 'whoami', 'V3', 'V3', 0.9986212330116211, 1.8056039810180664]
['CV', 144, 'UV', 43, 'who', 'sdiff', 'V3', 'V3', 0.9089655172413793, 0.11735200881958008]
['UV', 84, 'CV', 240, 'ar', 'link', 'V0', 'V0', 0.9987263850562513, 0.5175952911376953]
['BV', 59, 'CV', 278, 'make', 'mkfifo', 'V1', 'V1', 0.9950074887668497, 0.25400447845458984]
['BV', 15, 'CV', 213, 'libvlccore.so', 'whoami', 'V3', 'V0', 0.9993045090993393, 1.1083853244781494]
['CV', 240, 'BV', 48, 'link', 'gvmap', 'V0', 'V3', 0.96996996996997, 0.1721024513244629]
['CV', 143, 'UV', 82, 'yes', 'gprof', 'V3', 'V0', 0.9772773382024752, 0.9773585796356201]
['CV', 124, 'UV', 78, 'seq', 'c++filt', 'V3', 'V0', 0.9722099691221879, 1.1208219528198242]
['BV', 40, 'CV', 152, 'lua', 'env', 'V2', 'V3', 0.991263440860215, 0.6031684875488281]
['UV', 45, 'CV', 186, 'cmp', 'stty', 'V1', 'V0', 0.9594320486815415, 0.056342363357543945]
['CV', 221, 'BV', 15, 'od', 'libvlccore.so', 'V0', 'V3', 0.99129737776251, 2.224865436553955]
['CV', 26, 'UV', 29, 'date', 'objcopy', 'V2', 'V3', 0.9746300211416491, 1.4511041641235352]
['BV', 24, 'CV', 223, 'git', 'tsort', 'V0', 'V0', 0.9990343995171997, 1.9786372184753418]
['CV', 214, 'UV', 80, 'ls', 'objcopy', 'V0', 'V0', 0.9693350548741123, 2.5118248462677]
['UV', 4, 'CV', 100, 'cmp', 'join', 'V2', 'V3', 0.9090909090909091, 0.09759759902954102]
['UV', 12, 'CV', 260, 'c++filt', 'ln', 'V2', 'V0', 0.9943759463551807, 0.85085129737854]
['CV', 184, 'BV', 41, 'ptx', 'libvlccore.so', 'V0', 'V1', 0.9829397947830387, 3.6671807765960693]
['UV', 2, 'CV', 145, 'find', 'readlink', 'V2', 'V3', 0.9826489300173511, 0.3479030132293701]
['CV', 281, 'BV', 15, 'tee', 'libvlccore.so', 'V1', 'V3', 0.9926045759186504, 1.6350255012512207]
['CV', 211, 'BV', 54, 'seq', 'lua', 'V0', 'V3', 0.9792544570502432, 0.43437981605529785]
['UV', 10, 'CV', 34, 'as', 'echo', 'V2', 'V2', 0.9978378378378379, 1.0324196815490723]
['BV', 31, 'CV', 147, 'codeblocks', 'hostid', 'V0', 'V3', 0.9989462592202318, 2.9483532905578613]
['CV', 7, 'BV', 49, 'dir', 'make', 'V2', 'V3', 0.9591063990912533, 1.0817465782165527]
['CV', 151, 'BV', 35, 'md5sum', 'libvlccore.so', 'V3', 'V2', 0.991318254512223, 2.613321542739868]
['CV', 196, 'UV', 43, 'kill', 'sdiff', 'V0', 'V3', 0.8729582577132486, 0.06118464469909668]
['BV', 3, 'CV', 276, 'diff', 'uptime', 'V1', 'V1', 0.9832460732984293, 0.1213686466217041]
['BV', 29, 'CV', 37, 'perl', 'seq', 'V3', 'V2', 0.9977821782178218, 2.2375082969665527]
['CV', 107, 'BV', 57, 'tee', 'svn', 'V3', 'V2', 0.9662072032014228, 0.6596441268920898]
['BV', 66, 'CV', 321, 'lua', 'hostid', 'V1', 'V1', 0.9932935916542474, 0.32082366943359375]
['BV', 7, 'CV', 86, 'libSDL2-2.0.so', 'ln', 'V0', 'V2', 0.9940528249081686, 1.7010929584503174]
['CV', 89, 'UV', 4, 'unlink', 'cmp', 'V3', 'V2', 0.9034749034749034, 0.06556844711303711]
['BV', 38, 'CV', 239, 'ruby', 'env', 'V2', 'V0', 0.987012987012987, 0.00910496711730957]
['BV', 44, 'UV', 56, 'make', 'c++filt', 'V0', 'V1', 0.9407191448007775, 5.5893166065216064]
['BV', 78, 'CV', 201, 'make', 'expr', 'V2', 'V0', 0.9834574028122415, 0.7879424095153809]
['UV', 47, 'CV', 16, 'sdiff', 'dd', 'V1', 'V2', 0.9280205655526992, 0.13236594200134277]
['CV', 172, 'UV', 11, 'mknod', 'ranlib', 'V3', 'V2', 0.9732854864433812, 1.0855565071105957]
['CV', 170, 'BV', 17, 'tac', 'codeblocks', 'V3', 'V2', 0.9933337525941764, 5.666476726531982]
['CV', 69, 'BV', 31, 'csplit', 'codeblocks', 'V2', 'V0', 0.9874318691888426, 9.96023440361023]
['UV', 72, 'CV', 55, 'find', 'nohup', 'V0', 'V2', 0.9859703819173812, 0.18552899360656738]
['BV', 77, 'UV', 44, 'perl', 'diff3', 'V2', 'V1', 0.9978782092085721, 3.829210042953491]
['BV', 73, 'CV', 183, 'geany', 'users', 'V0', 'V0', 0.9995684539864063, 2.8509960174560547]
['CV', 260, 'UV', 78, 'ln', 'c++filt', 'V0', 'V0', 0.9766449584549741, 0.9022238254547119]
['UV', 76, 'CV', 15, 'as', 'uptime', 'V0', 'V2', 0.9974743931527992, 1.4003839492797852]
['UV', 55, 'CV', 264, 'ranlib', 'test', 'V1', 'V1', 0.9967858577742065, 0.735945463180542]
['BV', 64, 'CV', 244, 'openssl', 'vdir', 'V2', 'V0', 0.9960232921460019, 3.5778160095214844]
['CV', 296, 'BV', 3, 'sum', 'diff', 'V1', 'V1', 0.9229166666666666, 0.13084745407104492]
['BV', 30, 'UV', 55, 'bash', 'ranlib', 'V0', 'V1', 0.9839520059992501, 29.87430739402771]
['BV', 49, 'CV', 1, 'make', 'stat', 'V3', 'V2', 0.9910594546267323, 0.41624927520751953]
['CV', 113, 'UV', 37, 'date', 'locate', 'V3', 'V3', 0.9751359751359752, 0.369457483291626]
['CV', 98, 'UV', 4, 'printenv', 'cmp', 'V3', 'V2', 0.9244532803180915, 0.0616755485534668]
['UV', 12, 'CV', 174, 'c++filt', 'touch', 'V2', 'V0', 0.9965450226732887, 0.8984777927398682]
['CV', 259, 'UV', 87, 'mknod', 'objdump', 'V0', 'V0', 0.9847090029645811, 0.9442095756530762]
['CV', 127, 'UV', 80, 'ls', 'objcopy', 'V3', 'V0', 0.9642693540998626, 4.026144027709961]
['BV', 74, 'CV', 69, 'git', 'csplit', 'V1', 'V2', 0.9983792544570502, 8.209053039550781]
['CV', 222, 'BV', 69, 'df', 'gvmap', 'V0', 'V0', 0.9441930618401206, 0.2835850715637207]
['UV', 1, 'BV', 37, 'xargs', 'geany', 'V2', 'V1', 0.989095277700767, 13.024629592895508]
['UV', 48, 'CV', 124, 'locate', 'seq', 'V1', 'V3', 0.9619047619047619, 0.18245148658752441]
['UV', 44, 'CV', 82, 'diff3', 'sort', 'V1', 'V2', 0.9034749034749034, 0.2103111743927002]
['CV', 163, 'BV', 77, 'comm', 'perl', 'V3', 'V2', 0.9866173120728929, 3.252213954925537]
['CV', 234, 'UV', 10, 'hostid', 'as', 'V0', 'V2', 0.9869494290375204, 0.850672721862793]
['UV', 33, 'CV', 180, 'ar', 'fmt', 'V3', 'V0', 0.9971044467425025, 0.6771557331085205]
['CV', 162, 'BV', 68, 'tr', 'dot', 'V3', 'V0', 1.0, 0.034811973571777344]
['CV', 207, 'UV', 35, 'sync', 'size', 'V0', 'V3', 0.9845235463188149, 0.5970582962036133]
['CV', 34, 'BV', 33, 'echo', 'openssl', 'V2', 'V0', 0.9918793503480279, 2.8430562019348145]
['UV', 44, 'BV', 62, 'diff3', 'diff', 'V1', 'V0', 0.9018264840182648, 0.1650402545928955]
['UV', 51, 'CV', 269, 'nm', 'du', 'V1', 'V1', 0.9912402946446347, 1.6600584983825684]
