['CV', 182, 'UV', 39, 'du', 'find', 'V0', 'V3', 0.9728395061728395, 1.6814804077148438]
['BV', 65, 'UV', 35, 'ssh', 'size', 'V1', 'V3', 0.9907653237908346, 41.46002244949341]
['CV', 294, 'BV', 54, 'sync', 'lua', 'V1', 'V3', 0.9777995429317663, 0.36311793327331543]
['CV', 287, 'UV', 19, 'date', 'elfedit', 'V1', 'V2', 0.9797979797979798, 0.0770878791809082]
['UV', 50, 'BV', 82, 'find', 'gvmap', 'V1', 'V1', 0.9666160849772383, 1.4409031867980957]
['UV', 60, 'CV', 175, 'gprof', 'stat', 'V1', 'V0', 0.9976539589442815, 0.855137825012207]
['CV', 67, 'UV', 80, 'uname', 'objcopy', 'V2', 'V0', 0.9863783415630853, 0.9587912559509277]
['CV', 310, 'UV', 85, 'tsort', 'elfedit', 'V1', 'V0', 0.9665071770334929, 0.05418276786804199]
['BV', 5, 'CV', 233, 'libvlccore.so', 'head', 'V0', 'V0', 0.9994709694484857, 1.3172101974487305]
['BV', 24, 'CV', 121, 'git', 'echo', 'V0', 'V3', 0.9986771691419638, 2.6581664085388184]
['CV', 63, 'UV', 66, 'mv', 'diff3', 'V2', 'V0', 0.9442843419788665, 0.20736384391784668]
['BV', 43, 'CV', 174, 'lua', 'touch', 'V0', 'V0', 0.9898278560250391, 0.5838329792022705]
['UV', 4, 'CV', 332, 'cmp', '[', 'V2', 'V1', 0.9495798319327731, 0.05152463912963867]
['CV', 305, 'BV', 22, 'true', 'cmp', 'V1', 'V3', 0.8666666666666667, 0.03693032264709473]
['CV', 336, 'UV', 38, 'tr', 'xargs', 'V1', 'V3', 0.9662447257383966, 0.12830209732055664]
['BV', 40, 'CV', 29, 'lua', 'tail', 'V2', 'V2', 0.9897501601537476, 0.9113571643829346]
['BV', 7, 'CV', 257, 'libSDL2-2.0.so', 'tac', 'V0', 'V0', 0.992849846782431, 2.3165977001190186]
['BV', 51, 'UV', 38, 'cp', 'xargs', 'V0', 'V3', 0.9570354457572503, 0.2367382049560547]
['CV', 65, 'UV', 57, 'env', 'strings', 'V2', 'V1', 0.9811965811965812, 0.7751278877258301]
['UV', 40, 'CV', 98, 'diff3', 'printenv', 'V3', 'V3', 0.9553429027113237, 0.07432770729064941]
['CV', 38, 'UV', 36, 'split', 'objdump', 'V2', 'V3', 0.9773242630385488, 2.3841850757598877]
['BV', 38, 'CV', 33, 'ruby', 'sync', 'V2', 'V2', 0.99, 0.01027059555053711]
['CV', 159, 'BV', 27, 'id', 'libSDL2-2.0.so', 'V3', 'V1', 0.9808925890541832, 2.208432674407959]
['CV', 272, 'UV', 24, 'printenv', 'readelf', 'V1', 'V3', 0.9761630142252979, 0.2931396961212158]
['CV', 36, 'UV', 34, 'chroot', 'elfedit', 'V2', 'V3', 0.980806142034549, 0.0832054615020752]
['BV', 69, 'CV', 287, 'gvmap', 'date', 'V0', 'V1', 0.9768339768339769, 0.5000324249267578]
['CV', 140, 'UV', 58, 'tty', 'objcopy', 'V3', 'V1', 0.978512127624939, 1.223029375076294]
['CV', 138, 'BV', 2, 'printf', 'cmp', 'V3', 'V1', 0.9038142620232172, 0.08041501045227051]
['BV', 51, 'UV', 60, 'cp', 'gprof', 'V0', 'V1', 0.9679224170085788, 1.938260793685913]
['CV', 319, 'UV', 42, 'readlink', 'diff', 'V1', 'V3', 0.8963922294172063, 0.13072657585144043]
['UV', 77, 'CV', 273, 'ranlib', 'stty', 'V0', 'V1', 0.9974963488420613, 0.8315930366516113]
['UV', 71, 'CV', 181, 'xargs', 'dir', 'V0', 'V0', 0.8908594815825375, 0.11179113388061523]
['UV', 38, 'CV', 178, 'xargs', 'basename', 'V3', 'V0', 0.9743589743589743, 0.07814240455627441]
['CV', 302, 'BV', 19, 'nice', 'cp', 'V1', 'V3', 0.9368635437881874, 0.12091517448425293]
['UV', 15, 'CV', 220, 'ld', 'cut', 'V2', 'V0', 0.9977047769330082, 1.1101963520050049]
['UV', 12, 'CV', 28, 'c++filt', 'chown', 'V2', 'V2', 0.9937720572970729, 1.5093817710876465]
['UV', 23, 'CV', 92, 'strip', 'mkdir', 'V3', 'V3', 0.9940787182166493, 1.4762365818023682]
['BV', 27, 'CV', 263, 'libSDL2-2.0.so', 'unlink', 'V1', 'V1', 0.9977659871544261, 0.7797050476074219]
['UV', 34, 'CV', 130, 'elfedit', 'chmod', 'V3', 'V3', 0.9780521262002744, 0.15001821517944336]
['BV', 1, 'CV', 320, 'libSDL2-2.0.so', 'head', 'V3', 'V1', 0.9972856819724044, 1.453911304473877]
['BV', 2, 'UV', 77, 'cmp', 'ranlib', 'V1', 'V0', 0.9753542821934689, 1.2462372779846191]
['BV', 51, 'CV', 239, 'cp', 'env', 'V0', 'V0', 0.9750889679715302, 0.04809403419494629]
['CV', 98, 'BV', 59, 'printenv', 'make', 'V3', 'V1', 0.9547424169475205, 0.3487997055053711]
['UV', 51, 'CV', 30, 'nm', 'pinky', 'V1', 'V2', 0.9950546053987225, 1.0368690490722656]
['BV', 4, 'CV', 7, 'geany', 'dir', 'V3', 'V2', 0.9990193674920324, 12.543292760848999]
['CV', 90, 'UV', 16, 'test', 'gprof', 'V3', 'V2', 0.969685192382433, 1.2169289588928223]
['BV', 3, 'UV', 16, 'diff', 'gprof', 'V1', 'V2', 0.9605823863636364, 3.098609685897827]
['UV', 23, 'BV', 9, 'strip', 'dot', 'V3', 'V2', 0.9981705085986096, 0.3663158416748047]
['CV', 94, 'UV', 30, 'dir', 'ld', 'V3', 'V3', 0.9662293804390181, 4.989660739898682]
['CV', 317, 'BV', 54, 'yes', 'lua', 'V1', 'V3', 0.9732463295269168, 0.39174866676330566]
['UV', 39, 'BV', 10, 'find', 'gvmap', 'V3', 'V2', 0.955968992248062, 1.8349931240081787]
['BV', 28, 'CV', 223, 'openssl', 'tsort', 'V1', 'V0', 0.9993011530973893, 2.3331401348114014]
['CV', 204, 'UV', 15, 'pinky', 'ld', 'V0', 'V2', 0.9834096109839817, 1.3171660900115967]
['UV', 27, 'CV', 231, 'c++filt', 'who', 'V3', 'V0', 0.9964703287006398, 0.830695629119873]
['CV', 23, 'BV', 63, 'wc', 'ruby', 'V2', 'V0', 0.9928581114677033, 5.026090383529663]
['CV', 294, 'UV', 82, 'sync', 'gprof', 'V1', 'V0', 0.9875776397515528, 0.6074657440185547]
['CV', 236, 'BV', 36, 'unexpand', 'libvlc.so', 'V0', 'V2', 0.9910581222056631, 0.3781590461730957]
['CV', 201, 'BV', 16, 'expr', 'libvlc.so', 'V0', 'V3', 0.9807611877875366, 0.9267888069152832]
['UV', 80, 'CV', 127, 'objcopy', 'ls', 'V0', 'V3', 0.9887005649717514, 3.7017762660980225]
['CV', 96, 'UV', 68, 'users', 'diff', 'V3', 'V0', 0.8671799807507219, 0.16541790962219238]
['BV', 2, 'CV', 164, 'cmp', 'nl', 'V1', 'V3', 0.929701230228471, 0.07227969169616699]
['UV', 73, 'CV', 67, 'nm', 'uname', 'V0', 'V2', 0.9960508995173322, 0.6533005237579346]
['BV', 65, 'CV', 314, 'ssh', 'tty', 'V1', 'V1', 0.9990809527456537, 1.2869694232940674]
['CV', 207, 'BV', 30, 'sync', 'bash', 'V0', 'V0', 0.9891379708805177, 0.9626495838165283]
['CV', 243, 'UV', 53, 'csplit', 'readelf', 'V0', 'V1', 0.9657754010695188, 0.5978107452392578]
['UV', 63, 'BV', 4, 'elfedit', 'geany', 'V1', 'V3', 0.9914501535652029, 6.259476661682129]
['BV', 67, 'CV', 238, 'cluster', 'md5sum', 'V0', 'V0', 0.9813084112149533, 0.18842577934265137]
['UV', 46, 'CV', 290, 'diff', 'tail', 'V1', 'V1', 0.9828326180257511, 0.24631261825561523]
['CV', 244, 'BV', 62, 'vdir', 'diff', 'V0', 'V0', 0.935483870967742, 0.20958900451660156]
['BV', 47, 'CV', 291, 'dot', 'pinky', 'V3', 'V1', 0.9928571428571429, 0.03427910804748535]
['CV', 106, 'UV', 54, 'pr', 'as', 'V3', 'V1', 0.9754505092713502, 2.65329647064209]
['CV', 199, 'BV', 51, 'expand', 'cp', 'V0', 'V0', 0.9010238907849829, 0.06675410270690918]
['CV', 310, 'BV', 20, 'tsort', 'sort', 'V1', 'V1', 0.87248322147651, 0.0671389102935791]
['BV', 7, 'CV', 234, 'libSDL2-2.0.so', 'hostid', 'V0', 'V0', 0.9967284623773174, 0.6813521385192871]
['UV', 75, 'CV', 191, 'readelf', 'mkfifo', 'V0', 'V0', 0.9896526237989652, 0.15786194801330566]
['CV', 114, 'BV', 5, 'expr', 'libvlccore.so', 'V3', 'V0', 0.9877969622225107, 2.3901071548461914]
['BV', 0, 'CV', 46, 'bash', 'cut', 'V2', 'V2', 0.9963254057364499, 2.002857208251953]
['CV', 121, 'BV', 37, 'echo', 'geany', 'V3', 'V1', 0.9938181988479371, 5.944953203201294]
['BV', 48, 'CV', 270, 'gvmap', 'users', 'V3', 'V1', 0.9868324798829554, 0.2086789608001709]
['UV', 41, 'CV', 194, 'cmp', 'tee', 'V3', 'V0', 0.9636363636363636, 0.04207277297973633]
['CV', 41, 'BV', 78, 'nice', 'make', 'V2', 'V2', 0.9597893729056965, 0.33350133895874023]
['BV', 62, 'UV', 21, 'diff', 'objdump', 'V0', 'V2', 0.9627643729520405, 2.6115074157714844]
['CV', 38, 'UV', 83, 'split', 'addr2line', 'V2', 'V0', 0.9739705568593984, 1.5005333423614502]
['CV', 56, 'BV', 7, 'yes', 'libSDL2-2.0.so', 'V2', 'V0', 0.9736889529644981, 1.0335047245025635]
['CV', 298, 'BV', 69, 'seq', 'gvmap', 'V1', 'V0', 0.9570957095709571, 0.177046537399292]
['UV', 62, 'CV', 275, 'ar', 'dirname', 'V1', 'V1', 0.9975733063700708, 0.6065335273742676]
['UV', 14, 'CV', 322, 'objcopy', 'ginstall', 'V2', 'V1', 0.9923141186299081, 2.2552266120910645]
['UV', 87, 'CV', 48, 'objdump', 'df', 'V0', 'V2', 0.9937434827945777, 2.2017362117767334]
['CV', 282, 'UV', 13, 'chgrp', 'strings', 'V1', 'V2', 0.9721988205560236, 1.2468912601470947]
['CV', 343, 'UV', 32, 'sort', 'addr2line', 'V1', 'V3', 0.9692882340734592, 1.7008609771728516]
['CV', 21, 'BV', 66, 'chgrp', 'lua', 'V2', 'V1', 0.9606512890094979, 0.8469345569610596]
['UV', 83, 'CV', 331, 'addr2line', 'vdir', 'V0', 'V1', 0.9921129099211291, 1.8710942268371582]
['UV', 49, 'CV', 11, 'xargs', 'printenv', 'V1', 'V2', 0.953781512605042, 0.045081138610839844]
['UV', 50, 'CV', 198, 'find', 'factor', 'V1', 'V0', 0.9936988027725268, 0.17630362510681152]
['CV', 128, 'BV', 82, 'nice', 'gvmap', 'V3', 'V1', 0.9623693379790941, 0.2710399627685547]
['CV', 281, 'BV', 38, 'tee', 'ruby', 'V1', 'V2', 0.989247311827957, 0.009270668029785156]
['BV', 45, 'CV', 138, 'svn', 'printf', 'V3', 'V3', 0.9938608458390177, 0.8144915103912354]
['UV', 47, 'CV', 332, 'sdiff', '[', 'V1', 'V1', 0.9588336192109777, 0.06759786605834961]
['CV', 206, 'BV', 78, 'paste', 'make', 'V0', 'V2', 0.9715127701375246, 0.2747771739959717]
['CV', 120, 'UV', 23, 'sync', 'strip', 'V3', 'V3', 0.9822600674117439, 1.1921720504760742]
['CV', 269, 'BV', 16, 'du', 'libvlc.so', 'V1', 'V3', 0.9886413280908694, 0.9027080535888672]
['BV', 31, 'CV', 133, 'codeblocks', 'cut', 'V0', 'V3', 0.9980336894540212, 3.872030735015869]
['CV', 208, 'BV', 1, 'echo', 'libSDL2-2.0.so', 'V0', 'V3', 0.9899520438456269, 1.2245070934295654]
['CV', 198, 'BV', 77, 'factor', 'perl', 'V0', 'V2', 0.9902172349302258, 1.7248773574829102]
['CV', 268, 'BV', 20, 'dir', 'sort', 'V1', 'V1', 0.9268547544409613, 0.19271087646484375]
['CV', 187, 'BV', 32, 'join', 'perl', 'V0', 'V0', 0.9875706214689266, 1.9993507862091064]
['BV', 69, 'CV', 190, 'gvmap', 'dd', 'V0', 'V0', 0.9763663220088626, 0.31099462509155273]
['UV', 23, 'BV', 3, 'strip', 'diff', 'V3', 'V1', 0.9873622812702527, 3.1442956924438477]
['CV', 40, 'BV', 58, 'ls', 'ruby', 'V2', 'V3', 1.0, 0.028998851776123047]
['CV', 255, 'UV', 83, 'sleep', 'addr2line', 'V0', 'V0', 0.9846743295019157, 0.6339175701141357]
['UV', 78, 'CV', 88, 'c++filt', 'stat', 'V0', 'V3', 0.9932475205739607, 1.6753039360046387]
['CV', 259, 'UV', 53, 'mknod', 'readelf', 'V0', 'V1', 0.9819193324061196, 0.20010972023010254]
['CV', 259, 'UV', 49, 'mknod', 'xargs', 'V0', 'V1', 0.8602620087336245, 0.04718160629272461]
['UV', 42, 'BV', 23, 'diff', 'diff', 'V3', 'V3', 0.9057421451787648, 0.5955450534820557]
['CV', 222, 'UV', 64, 'df', 'size', 'V0', 'V1', 0.972528616024974, 1.1425442695617676]
['CV', 175, 'BV', 41, 'stat', 'libvlccore.so', 'V0', 'V1', 0.9919927676611132, 1.5721161365509033]
['UV', 18, 'BV', 8, 'ar', 'cluster', 'V2', 'V2', 0.9846756342584709, 3.921031951904297]
['UV', 68, 'CV', 107, 'diff', 'tee', 'V0', 'V3', 0.9682835820895522, 0.18374395370483398]
['UV', 74, 'BV', 25, 'strip', 'git', 'V0', 'V3', 0.9667699724517906, 124.91202974319458]
['CV', 283, 'UV', 74, 'kill', 'strip', 'V1', 'V0', 0.9825670825499915, 0.8806850910186768]
['BV', 77, 'CV', 38, 'perl', 'split', 'V2', 'V2', 0.9975954738330975, 3.7845280170440674]
['BV', 61, 'CV', 205, 'cmp', 'sha1sum', 'V0', 'V0', 0.9025974025974026, 0.026479244232177734]
['UV', 40, 'BV', 6, 'diff3', 'libvlc.so', 'V3', 'V0', 0.9805089334055225, 0.6200158596038818]
['BV', 41, 'CV', 79, 'libvlccore.so', 'fold', 'V1', 'V2', 0.9992267044722258, 1.3386411666870117]
['CV', 318, 'UV', 8, 'who', 'strip', 'V1', 'V2', 0.9800210304942166, 1.132200002670288]
['CV', 176, 'UV', 75, 'unlink', 'readelf', 'V0', 'V0', 0.9761372110365399, 0.16008424758911133]
['UV', 73, 'CV', 342, 'nm', 'sleep', 'V0', 'V1', 0.9947031560361951, 0.6112911701202393]
['CV', 22, 'BV', 44, 'kill', 'make', 'V2', 'V0', 0.9613778705636743, 0.32970428466796875]
['UV', 25, 'CV', 286, 'as', 'expand', 'V3', 'V1', 0.9981001492739856, 0.9706940650939941]
['CV', 135, 'UV', 19, 'df', 'elfedit', 'V3', 'V2', 0.990487514863258, 0.159379243850708]
['BV', 54, 'CV', 86, 'lua', 'ln', 'V3', 'V2', 0.9914555996338115, 0.8702611923217773]
['BV', 65, 'CV', 219, 'ssh', 'cp', 'V1', 'V0', 0.9965576592082617, 4.077385425567627]
['CV', 178, 'UV', 64, 'basename', 'size', 'V0', 'V1', 0.9828473413379074, 0.5957555770874023]
['BV', 18, 'CV', 64, 'sort', 'md5sum', 'V3', 'V2', 0.9797794117647058, 0.1575608253479004]
['CV', 48, 'BV', 16, 'df', 'libvlc.so', 'V2', 'V3', 0.9827734711455641, 0.8812880516052246]
['CV', 60, 'BV', 23, 'hostid', 'diff', 'V2', 'V3', 0.8914027149321266, 0.14633440971374512]
['UV', 29, 'BV', 64, 'objcopy', 'openssl', 'V3', 'V2', 0.9877609187693855, 30.920768976211548]
['CV', 12, 'BV', 2, 'stty', 'cmp', 'V2', 'V1', 0.8931034482758621, 0.0748751163482666]
['UV', 1, 'BV', 53, 'xargs', 'ssh', 'V2', 'V2', 0.9756604333630158, 5.170842885971069]
['CV', 295, 'UV', 21, 'echo', 'objdump', 'V1', 'V2', 0.9867862199150542, 0.8187258243560791]
['BV', 5, 'CV', 148, 'libvlccore.so', 'ginstall', 'V0', 'V3', 0.9954139512430605, 5.648921251296997]
['CV', 154, 'BV', 68, 'uname', 'dot', 'V3', 'V0', 1.0, 0.027001619338989258]
['CV', 189, 'BV', 20, 'uptime', 'sort', 'V0', 'V1', 0.8985270049099836, 0.0770418643951416]
['CV', 93, 'UV', 53, 'fmt', 'readelf', 'V3', 'V1', 0.9617590822179732, 0.3112330436706543]
['UV', 76, 'CV', 312, 'as', 'printf', 'V0', 'V1', 0.9980203619909502, 1.1106607913970947]
['BV', 63, 'CV', 89, 'ruby', 'unlink', 'V0', 'V3', 0.9990947768624966, 3.853698968887329]
['CV', 186, 'UV', 35, 'stty', 'size', 'V0', 'V3', 0.9813287016934433, 0.9259593486785889]
['CV', 129, 'BV', 14, 'dircolors', 'openssl', 'V3', 'V3', 0.9924629878869449, 2.560476779937744]
['CV', 144, 'BV', 60, 'who', 'codeblocks', 'V3', 'V1', 0.9928843710292249, 5.232362985610962]
['CV', 133, 'BV', 0, 'cut', 'bash', 'V3', 'V2', 0.9808709808709809, 2.226226568222046]
['BV', 78, 'CV', 180, 'make', 'fmt', 'V2', 'V0', 0.9912323429128105, 0.2853419780731201]
['UV', 76, 'CV', 299, 'as', 'split', 'V0', 'V1', 0.9983050847457627, 1.1064567565917969]
['BV', 61, 'UV', 85, 'cmp', 'elfedit', 'V0', 'V0', 0.94750656167979, 0.04530143737792969]
['BV', 19, 'CV', 91, 'cp', 'basename', 'V3', 'V3', 0.9812909260991581, 0.15550923347473145]
['UV', 14, 'BV', 27, 'objcopy', 'libSDL2-2.0.so', 'V2', 'V1', 0.9825948103792416, 31.549705982208252]
['BV', 11, 'UV', 75, 'bash', 'readelf', 'V1', 'V0', 0.9929817721025441, 7.148090362548828]
['CV', 294, 'BV', 36, 'sync', 'libvlc.so', 'V1', 'V2', 0.9909593169261678, 0.31320714950561523]
['UV', 71, 'CV', 221, 'xargs', 'od', 'V0', 'V0', 0.8879310344827587, 0.05207562446594238]
['CV', 218, 'UV', 58, 'true', 'objcopy', 'V0', 'V1', 0.986414844267727, 0.6580662727355957]
['CV', 124, 'UV', 27, 'seq', 'c++filt', 'V3', 'V3', 0.974897208396451, 1.202085018157959]
['CV', 298, 'BV', 37, 'seq', 'geany', 'V1', 'V1', 0.9948334977220422, 4.364537954330444]
['CV', 91, 'UV', 74, 'basename', 'strip', 'V3', 'V0', 0.9807497467071935, 1.2350172996520996]
['CV', 215, 'BV', 71, 'nice', 'ruby', 'V0', 'V1', 0.9881656804733728, 0.00842142105102539]
['CV', 296, 'BV', 64, 'sum', 'openssl', 'V1', 'V2', 0.9961292243561114, 1.665475606918335]
['BV', 75, 'UV', 59, 'cmp', 'ld', 'V2', 'V1', 0.982453657846328, 1.8360083103179932]
['UV', 58, 'CV', 267, 'objcopy', 'fmt', 'V1', 'V1', 0.9980279375513558, 0.8271050453186035]
['CV', 27, 'BV', 14, 'expr', 'openssl', 'V2', 'V3', 0.9924831518921721, 4.461689233779907]
['BV', 6, 'CV', 107, 'libvlc.so', 'tee', 'V0', 'V3', 0.9919028340080972, 0.4081246852874756]
['UV', 1, 'CV', 285, 'xargs', 'factor', 'V2', 'V1', 0.9789156626506024, 0.06820964813232422]
['BV', 40, 'CV', 91, 'lua', 'basename', 'V2', 'V3', 0.9918809201623816, 0.5647375583648682]
['CV', 103, 'UV', 75, 'dd', 'readelf', 'V3', 'V0', 0.9544419134396356, 0.5622215270996094]
['CV', 111, 'BV', 48, 'factor', 'gvmap', 'V3', 'V3', 0.9528535980148883, 0.44077634811401367]
['BV', 15, 'CV', 337, 'libvlccore.so', 'comm', 'V3', 'V1', 0.9988464644134272, 1.4239633083343506]
['CV', 267, 'BV', 57, 'fmt', 'svn', 'V1', 'V2', 0.9867862199150542, 0.4043715000152588]
['CV', 340, 'UV', 51, 'fold', 'nm', 'V1', 'V1', 0.9814892721918385, 0.7511496543884277]
['UV', 43, 'CV', 7, 'sdiff', 'dir', 'V3', 'V2', 0.9066147859922179, 0.2201404571533203]
['BV', 8, 'CV', 129, 'cluster', 'dircolors', 'V2', 'V3', 0.9786780383795309, 0.30606937408447266]
['BV', 1, 'UV', 87, 'libSDL2-2.0.so', 'objdump', 'V3', 'V0', 0.9830758898589658, 42.91600823402405]
['CV', 347, 'BV', 66, 'ln', 'lua', 'V1', 'V1', 0.9661992089176555, 0.5244269371032715]
['CV', 242, 'UV', 71, 'cat', 'xargs', 'V0', 'V0', 0.8449197860962567, 0.036565303802490234]
['BV', 16, 'CV', 124, 'libvlc.so', 'seq', 'V3', 'V3', 0.9925994449583718, 0.5359807014465332]
['CV', 257, 'UV', 27, 'tac', 'c++filt', 'V0', 'V3', 0.9572968490878939, 1.8078258037567139]
['CV', 335, 'BV', 33, 'pathchk', 'openssl', 'V1', 'V0', 0.9923962403632908, 2.3331398963928223]
['BV', 62, 'CV', 229, 'diff', 'nohup', 'V0', 'V0', 0.9689922480620154, 0.07093405723571777]
['CV', 157, 'UV', 33, 'vdir', 'ar', 'V3', 'V3', 0.9559089266353451, 3.5289807319641113]
['UV', 76, 'BV', 9, 'as', 'dot', 'V0', 'V2', 0.9985621854780733, 0.4565694332122803]
['BV', 76, 'CV', 196, 'diff', 'kill', 'V2', 'V0', 0.9849906191369606, 0.12025713920593262]
['BV', 62, 'CV', 58, 'diff', 'readlink', 'V0', 'V2', 0.9512855209742895, 0.10919857025146484]
['CV', 59, 'BV', 54, 'head', 'lua', 'V2', 'V3', 0.9667919799498746, 0.6528239250183105]
['BV', 53, 'CV', 269, 'ssh', 'du', 'V2', 'V1', 0.9977598566308243, 3.990715980529785]
['UV', 21, 'CV', 325, 'objdump', 'md5sum', 'V2', 'V1', 0.9987507807620237, 0.9731974601745605]
['UV', 57, 'CV', 26, 'strings', 'date', 'V1', 'V2', 0.9962406015037594, 1.0923659801483154]
['UV', 58, 'CV', 228, 'objcopy', 'false', 'V1', 'V0', 0.9990059642147118, 0.6141250133514404]
['UV', 20, 'CV', 185, 'size', 'printenv', 'V2', 'V0', 0.9978270317253368, 0.4966742992401123]
['CV', 236, 'UV', 83, 'unexpand', 'addr2line', 'V0', 'V0', 0.9815564552406658, 0.6708056926727295]
['UV', 57, 'CV', 347, 'strings', 'ln', 'V1', 'V1', 0.9974651457541192, 0.8841538429260254]
['CV', 296, 'BV', 59, 'sum', 'make', 'V1', 'V1', 0.9716242661448141, 0.34247469902038574]
['CV', 172, 'BV', 82, 'mknod', 'gvmap', 'V3', 'V1', 0.9604635310156783, 0.30147218704223633]
['CV', 167, 'UV', 34, 'uniq', 'elfedit', 'V3', 'V3', 0.987460815047022, 0.11046576499938965]
['UV', 4, 'CV', 170, 'cmp', 'tac', 'V2', 'V3', 0.9334442595673877, 0.08064937591552734]
['CV', 278, 'BV', 39, 'mkfifo', 'svn', 'V1', 'V1', 0.9828162291169451, 0.3511648178100586]
['UV', 80, 'BV', 19, 'objcopy', 'cp', 'V0', 'V3', 0.9880496399571013, 3.584038257598877]
['CV', 60, 'BV', 19, 'hostid', 'cp', 'V2', 'V3', 0.8940137389597644, 0.13370823860168457]
['CV', 259, 'UV', 2, 'mknod', 'find', 'V0', 'V2', 0.9490121096239643, 0.2027726173400879]
['BV', 22, 'CV', 77, 'cmp', 'nl', 'V3', 'V2', 0.9083232810615199, 0.1314539909362793]
['BV', 23, 'CV', 222, 'diff', 'df', 'V3', 'V0', 0.9681475272422464, 0.20572113990783691]
['CV', 56, 'UV', 49, 'yes', 'xargs', 'V2', 'V1', 0.8791666666666667, 0.051199913024902344]
['UV', 34, 'BV', 83, 'elfedit', 'git', 'V3', 'V2', 0.9898499175848009, 5.029351711273193]
['CV', 26, 'UV', 11, 'date', 'ranlib', 'V2', 'V2', 0.9690045698390621, 1.1915130615234375]
['BV', 5, 'CV', 98, 'libvlccore.so', 'printenv', 'V0', 'V3', 0.9981508387267204, 1.3585810661315918]
['UV', 32, 'BV', 72, 'addr2line', 'perl', 'V3', 'V1', 0.9694158655197617, 37.64868402481079]
['CV', 86, 'UV', 39, 'ln', 'find', 'V2', 'V3', 0.9627906976744186, 0.6594336032867432]
['UV', 21, 'CV', 62, 'objdump', 'unexpand', 'V2', 'V2', 0.9978220286247667, 1.054969310760498]
['UV', 7, 'CV', 313, 'nm', 'logname', 'V2', 'V1', 0.9961538461538462, 0.5485835075378418]
['CV', 114, 'UV', 55, 'expr', 'ranlib', 'V3', 'V1', 0.968944099378882, 1.5065560340881348]
['BV', 39, 'CV', 188, 'svn', 'dirname', 'V1', 'V0', 0.9961612284069098, 0.298187255859375]
['CV', 339, 'UV', 69, 'rm', 'sdiff', 'V1', 'V0', 0.8717948717948718, 0.10578298568725586]
['CV', 85, 'BV', 2, 'mknod', 'cmp', 'V2', 'V1', 0.889795918367347, 0.05635809898376465]
['UV', 77, 'CV', 309, 'ranlib', 'df', 'V0', 'V1', 0.9954676555418212, 1.115570068359375]
['CV', 2, 'UV', 51, 'unlink', 'nm', 'V2', 'V1', 0.9782517774989544, 0.7906894683837891]
['UV', 75, 'CV', 262, 'readelf', 'stat', 'V0', 'V1', 0.9914285714285714, 0.21498322486877441]
['CV', 336, 'BV', 76, 'tr', 'diff', 'V1', 'V2', 0.8791111111111111, 0.16238164901733398]
['BV', 42, 'CV', 78, 'libvlc.so', 'rm', 'V1', 'V2', 0.989263055148853, 0.6135339736938477]
['CV', 107, 'UV', 50, 'tee', 'find', 'V3', 'V1', 0.9074074074074074, 0.3607931137084961]
['UV', 56, 'BV', 0, 'c++filt', 'bash', 'V1', 'V2', 0.9648496106308495, 29.264424324035645]
['CV', 80, 'BV', 67, 'uniq', 'cluster', 'V2', 'V0', 0.9553429027113237, 0.2537996768951416]
['BV', 58, 'CV', 145, 'ruby', 'readlink', 'V3', 'V3', 0.9941176470588236, 0.016393661499023438]
['UV', 5, 'BV', 9, 'diff', 'dot', 'V2', 'V2', 1.0, 0.09438610076904297]
['BV', 29, 'CV', 265, 'perl', 'basename', 'V3', 'V1', 0.9988824139857907, 1.4094834327697754]
['CV', 183, 'BV', 18, 'users', 'sort', 'V0', 'V3', 0.9357351509250244, 0.1332850456237793]
['CV', 214, 'BV', 29, 'ls', 'perl', 'V0', 'V3', 0.9821594787465094, 5.288516998291016]
['UV', 21, 'CV', 16, 'objdump', 'dd', 'V2', 'V2', 0.9972772651641204, 1.936995267868042]
['BV', 66, 'CV', 130, 'lua', 'chmod', 'V1', 'V3', 0.9873291097032344, 0.9707105159759521]
['CV', 124, 'UV', 80, 'seq', 'objcopy', 'V3', 'V0', 0.9776144336785834, 1.463073492050171]
['CV', 188, 'UV', 68, 'dirname', 'diff', 'V0', 'V0', 0.9317180616740088, 0.12529706954956055]
['UV', 51, 'CV', 160, 'nm', 'shred', 'V1', 'V3', 0.992482690405539, 1.7156546115875244]
['BV', 28, 'CV', 9, 'openssl', 'users', 'V1', 'V2', 0.9989048187972919, 3.067906379699707]
['BV', 10, 'CV', 210, 'gvmap', 'chroot', 'V2', 'V0', 0.9865168539325843, 0.16776800155639648]
['CV', 209, 'UV', 69, 'sum', 'sdiff', 'V0', 'V0', 0.8927335640138409, 0.06778359413146973]
['CV', 326, 'BV', 80, 'env', 'cluster', 'V1', 'V1', 0.963258785942492, 0.16138315200805664]
['UV', 52, 'CV', 134, 'strip', 'od', 'V1', 'V3', 0.9955974842767296, 2.065610647201538]
['UV', 48, 'CV', 37, 'locate', 'seq', 'V1', 'V2', 0.9637462235649547, 0.14464926719665527]
['UV', 20, 'CV', 10, 'size', 'ptx', 'V2', 'V2', 0.9888030888030888, 2.347526788711548]
['UV', 4, 'CV', 42, 'cmp', 'dircolors', 'V2', 'V2', 0.9357429718875502, 0.0534365177154541]
['CV', 73, 'UV', 69, 'shred', 'sdiff', 'V2', 'V0', 0.9076517150395779, 0.1200554370880127]
